esfera;co_uf;cod_ibge;no_ente;ano;populacao;indicador;cod_conta;conta;valor
Município;MG;3113800;Carmésia;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3140888,65
Município;MG;3113800;Carmésia;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;228294,85
Município;MG;3113800;Carmésia;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4968010,56
Município;MG;3113800;Carmésia;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;329906,16
Município;MG;3113800;Carmésia;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4997213,27
Município;MG;3113800;Carmésia;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;286471,76
Município;MG;3113909;Carmo da Cachoeira;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8373580,1
Município;MG;3113909;Carmo da Cachoeira;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1275698,28
Município;MG;3113909;Carmo da Cachoeira;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10812720,09
Município;MG;3113909;Carmo da Cachoeira;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1542632,34
Município;MG;3113909;Carmo da Cachoeira;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10579322,88
Município;MG;3113909;Carmo da Cachoeira;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1700274,65
Município;MG;3113909;Carmo da Cachoeira;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10694856,31
Município;MG;3113909;Carmo da Cachoeira;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;2039091,43
Município;MG;3113909;Carmo da Cachoeira;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11194948,31
Município;MG;3113909;Carmo da Cachoeira;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;2372714,26
Município;MG;3113909;Carmo da Cachoeira;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11724607,39
Município;MG;3113909;Carmo da Cachoeira;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2561378,97
Município;MG;3114006;Carmo da Mata;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4872258,52
Município;MG;3114006;Carmo da Mata;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;435689,1
Município;MG;3114006;Carmo da Mata;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6301782,16
Município;MG;3114006;Carmo da Mata;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;440262,44
Município;MG;3114006;Carmo da Mata;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6418383,1
Município;MG;3114006;Carmo da Mata;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;867674,56
Município;MG;3114006;Carmo da Mata;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6520092,62
Município;MG;3114006;Carmo da Mata;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1016852,49
Município;MG;3114006;Carmo da Mata;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7268209,67
Município;MG;3114006;Carmo da Mata;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1497257,97
Município;MG;3114006;Carmo da Mata;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11182024,99
Município;MG;3114006;Carmo da Mata;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1863756,77
Município;MG;3114105;Carmo de Minas;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5720189,02
Município;MG;3114105;Carmo de Minas;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;427971,93
Município;MG;3114105;Carmo de Minas;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7630162,88
Município;MG;3114105;Carmo de Minas;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;498572,33
Município;MG;3114105;Carmo de Minas;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8770177,59
Município;MG;3114105;Carmo de Minas;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;690193,83
Município;MG;3114105;Carmo de Minas;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8565838,93
Município;MG;3114105;Carmo de Minas;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;906616,34
Município;MG;3114105;Carmo de Minas;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8588414,91
Município;MG;3114105;Carmo de Minas;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1749320,44
Município;MG;3114105;Carmo de Minas;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8847982,23
Município;MG;3114105;Carmo de Minas;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2076046,49
Município;MG;3114204;Carmo do Cajuru;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9624069,29
Município;MG;3114204;Carmo do Cajuru;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2082001,18
Município;MG;3114204;Carmo do Cajuru;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11133162,59
Município;MG;3114204;Carmo do Cajuru;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;2326920,53
Município;MG;3114204;Carmo do Cajuru;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11055385,26
Município;MG;3114204;Carmo do Cajuru;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2904770,65
Município;MG;3114204;Carmo do Cajuru;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11690952,28
Município;MG;3114204;Carmo do Cajuru;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;3591076,44
Município;MG;3114204;Carmo do Cajuru;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;13007979,01
Município;MG;3114204;Carmo do Cajuru;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;4290212,27
Município;MG;3114204;Carmo do Cajuru;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;15865637,31
Município;MG;3114204;Carmo do Cajuru;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;4405051,12
Município;MG;3114303;Carmo do Paranaíba;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;20398124,28
Município;MG;3114303;Carmo do Paranaíba;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2604524,94
Município;MG;3114303;Carmo do Paranaíba;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;25872339,34
Município;MG;3114303;Carmo do Paranaíba;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;3144713,09
Município;MG;3114303;Carmo do Paranaíba;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;29332384,83
Município;MG;3114303;Carmo do Paranaíba;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;3900376,81
Município;MG;3114303;Carmo do Paranaíba;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;29767364,56
Município;MG;3114303;Carmo do Paranaíba;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;4419832,13
Município;MG;3114303;Carmo do Paranaíba;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;29278096,49
Município;MG;3114303;Carmo do Paranaíba;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;5359398,69
Município;MG;3114303;Carmo do Paranaíba;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;31060774,15
Município;MG;3114303;Carmo do Paranaíba;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;6083444,17
Município;MG;3114402;Carmo do Rio Claro;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;14026838,48
Município;MG;3114402;Carmo do Rio Claro;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1279654,88
Município;MG;3114402;Carmo do Rio Claro;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18201930,37
Município;MG;3114402;Carmo do Rio Claro;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;1581343,73
Município;MG;3114402;Carmo do Rio Claro;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;20837266,17
Município;MG;3114402;Carmo do Rio Claro;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2185845,83
Município;MG;3114402;Carmo do Rio Claro;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;19552100,25
Município;MG;3114402;Carmo do Rio Claro;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;2483449,98
Município;MG;3114402;Carmo do Rio Claro;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;22007685,25
Município;MG;3114402;Carmo do Rio Claro;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;2522735,08
Município;MG;3114402;Carmo do Rio Claro;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;24280177,89
Município;MG;3114402;Carmo do Rio Claro;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2985975,99
Município;MG;3114501;Carmópolis de Minas;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;9313826,0
Município;MG;3114501;Carmópolis de Minas;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;2457321,62
Município;MG;3114501;Carmópolis de Minas;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11701606,78
Município;MG;3114501;Carmópolis de Minas;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;2723191,41
Município;MG;3114501;Carmópolis de Minas;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12276044,16
Município;MG;3114501;Carmópolis de Minas;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;3239701,9
Município;MG;3114501;Carmópolis de Minas;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11328890,59
Município;MG;3114501;Carmópolis de Minas;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;3908553,32
Município;MG;3114501;Carmópolis de Minas;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11528177,42
Município;MG;3114501;Carmópolis de Minas;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;4446492,0
Município;MG;3114501;Carmópolis de Minas;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12706815,95
Município;MG;3114501;Carmópolis de Minas;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;4893309,63
Município;MG;3114550;Carneirinho;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;27512368,86
Município;MG;3114550;Carneirinho;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;797813,9
Município;MG;3114550;Carneirinho;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;35573185,64
Município;MG;3114550;Carneirinho;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;872728,17
Município;MG;3114550;Carneirinho;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;36876295,25
Município;MG;3114550;Carneirinho;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;1307307,02
Município;MG;3114550;Carneirinho;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;35479283,27
Município;MG;3114550;Carneirinho;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1893864,47
Município;MG;3114550;Carneirinho;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;39521784,05
Município;MG;3114550;Carneirinho;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;2587237,29
Município;MG;3114550;Carneirinho;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;43911711,93
Município;MG;3114550;Carneirinho;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;2897808,77
Município;MG;3114600;Carrancas;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3814458,86
Município;MG;3114600;Carrancas;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;217352,32
Município;MG;3114600;Carrancas;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4675060,64
Município;MG;3114600;Carrancas;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;774927,43
Município;MG;3114600;Carrancas;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5149880,62
Município;MG;3114600;Carrancas;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;980591,29
Município;MG;3114600;Carrancas;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5805378,35
Município;MG;3114600;Carrancas;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;1094435,42
Município;MG;3114600;Carrancas;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6435712,71
Município;MG;3114600;Carrancas;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;1186346,65
Município;MG;3114600;Carrancas;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7704802,46
Município;MG;3114600;Carrancas;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;1030961,61
Município;MG;3114709;Carvalhópolis;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3127718,08
Município;MG;3114709;Carvalhópolis;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;215896,03
Município;MG;3114709;Carvalhópolis;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3930410,29
Município;MG;3114709;Carvalhópolis;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;141954,71
Município;MG;3114709;Carvalhópolis;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4297143,23
Município;MG;3114709;Carvalhópolis;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;225608,67
Município;MG;3114709;Carvalhópolis;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3933780,1
Município;MG;3114709;Carvalhópolis;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;262958,21
Município;MG;3114709;Carvalhópolis;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5116626,41
Município;MG;3114709;Carvalhópolis;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;305217,67
Município;MG;3114709;Carvalhópolis;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5181418,62
Município;MG;3114709;Carvalhópolis;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;399443,4
Município;MG;3114808;Carvalhos;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2351480,5
Município;MG;3114808;Carvalhos;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;106611,23
Município;MG;3114808;Carvalhos;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2892428,13
Município;MG;3114808;Carvalhos;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;95108,28
Município;MG;3114808;Carvalhos;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3109150,43
Município;MG;3114808;Carvalhos;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;178137,88
Município;MG;3114808;Carvalhos;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3352124,4
Município;MG;3114808;Carvalhos;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;282940,16
Município;MG;3114808;Carvalhos;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3347735,58
Município;MG;3114808;Carvalhos;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;332549,56
Município;MG;3114808;Carvalhos;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3804535,67
Município;MG;3114808;Carvalhos;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;336187,72
Município;MG;3114907;Casa Grande;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2552691,96
Município;MG;3114907;Casa Grande;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;50185,47
Município;MG;3114907;Casa Grande;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3218714,65
Município;MG;3114907;Casa Grande;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;51559,22
Município;MG;3114907;Casa Grande;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3650463,78
Município;MG;3114907;Casa Grande;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;97744,09
Município;MG;3114907;Casa Grande;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3587792,41
Município;MG;3114907;Casa Grande;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;81777,54
Município;MG;3114907;Casa Grande;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5991803,29
Município;MG;3114907;Casa Grande;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;156730,25
Município;MG;3114907;Casa Grande;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;6017016,18
Município;MG;3114907;Casa Grande;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;283764,71
Município;MG;3115003;Cascalho Rico;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;5776576,09
Município;MG;3115003;Cascalho Rico;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;100826,05
Município;MG;3115003;Cascalho Rico;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;7101856,89
Município;MG;3115003;Cascalho Rico;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;320043,68
Município;MG;3115003;Cascalho Rico;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4743247,51
Município;MG;3115003;Cascalho Rico;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;301279,97
Município;MG;3115003;Cascalho Rico;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4705976,52
Município;MG;3115003;Cascalho Rico;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;359254,46
Município;MG;3115003;Cascalho Rico;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10588846,17
Município;MG;3115003;Cascalho Rico;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;396980,07
Município;MG;3115003;Cascalho Rico;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12909000,63
Município;MG;3115003;Cascalho Rico;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;541782,17
Município;MG;3115102;Cássia;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;8032085,01
Município;MG;3115102;Cássia;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;6421626,17
Município;MG;3115102;Cássia;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11186571,94
Município;MG;3115102;Cássia;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;4896749,91
Município;MG;3115102;Cássia;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;12047794,39
Município;MG;3115102;Cássia;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;2305904,24
Município;MG;3115102;Cássia;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11276023,89
Município;MG;3115102;Cássia;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;3187767,58
Município;MG;3115102;Cássia;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;10009419,93
Município;MG;3115102;Cássia;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;4977730,42
Município;MG;3115102;Cássia;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;11343069,33
Município;MG;3115102;Cássia;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;5591323,83
Município;MG;3115201;Conceição da Barra de Minas;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2949553,66
Município;MG;3115201;Conceição da Barra de Minas;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;186165,9
Município;MG;3115201;Conceição da Barra de Minas;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3483146,28
Município;MG;3115201;Conceição da Barra de Minas;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;167042,3
Município;MG;3115201;Conceição da Barra de Minas;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3988977,92
Município;MG;3115201;Conceição da Barra de Minas;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;182395,19
Município;MG;3115201;Conceição da Barra de Minas;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3907752,26
Município;MG;3115201;Conceição da Barra de Minas;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;156931,96
Município;MG;3115201;Conceição da Barra de Minas;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4588641,17
Município;MG;3115201;Conceição da Barra de Minas;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;228912,46
Município;MG;3115201;Conceição da Barra de Minas;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;4829293,3
Município;MG;3115201;Conceição da Barra de Minas;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;227114,0
Município;MG;3115300;Cataguases;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;22000418,48
Município;MG;3115300;Cataguases;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;10609886,57
Município;MG;3115300;Cataguases;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;27608320,76
Município;MG;3115300;Cataguases;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;12779687,54
Município;MG;3115300;Cataguases;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;27226960,71
Município;MG;3115300;Cataguases;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;15629958,43
Município;MG;3115300;Cataguases;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;24619955,15
Município;MG;3115300;Cataguases;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;28657934,78
Município;MG;3115300;Cataguases;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;32533085,34
Município;MG;3115300;Cataguases;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;24421639,53
Município;MG;3115300;Cataguases;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;35353440,14
Município;MG;3115300;Cataguases;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;24936184,86
Município;MG;3115359;Catas Altas;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;18635333,6
Município;MG;3115359;Catas Altas;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;1725319,77
Município;MG;3115359;Catas Altas;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;28843342,55
Município;MG;3115359;Catas Altas;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;2383470,38
Município;MG;3115359;Catas Altas;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;40942528,04
Município;MG;3115359;Catas Altas;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;4334487,14
Município;MG;3115359;Catas Altas;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;23055298,63
Município;MG;3115359;Catas Altas;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;7447804,77
Município;MG;3115359;Catas Altas;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;25271808,76
Município;MG;3115359;Catas Altas;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;9200666,98
Município;MG;3115359;Catas Altas;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;21663007,85
Município;MG;3115359;Catas Altas;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;7525693,07
Município;MG;3115409;Catas Altas da Noruega;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2253512,81
Município;MG;3115409;Catas Altas da Noruega;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;19164,66
Município;MG;3115409;Catas Altas da Noruega;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2856411,3
Município;MG;3115409;Catas Altas da Noruega;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;86733,29
Município;MG;3115409;Catas Altas da Noruega;2022;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2780541,95
Município;MG;3115409;Catas Altas da Noruega;2022;;ISS;SIOPS_ISS;Receita Resultante do ISS;125806,9
Município;MG;3115409;Catas Altas da Noruega;2023;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;2694725,87
Município;MG;3115409;Catas Altas da Noruega;2023;;ISS;SIOPS_ISS;Receita Resultante do ISS;88085,0
Município;MG;3115409;Catas Altas da Noruega;2024;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;1987988,73
Município;MG;3115409;Catas Altas da Noruega;2024;;ISS;SIOPS_ISS;Receita Resultante do ISS;128114,85
Município;MG;3115409;Catas Altas da Noruega;2025;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3169341,34
Município;MG;3115409;Catas Altas da Noruega;2025;;ISS;SIOPS_ISS;Receita Resultante do ISS;113418,25
Município;MG;3115458;Catuji;2020;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3138552,14
Município;MG;3115458;Catuji;2020;;ISS;SIOPS_ISS;Receita Resultante do ISS;731103,84
Município;MG;3115458;Catuji;2021;;Cota-Parte ICMS;SIOPS_COTA_ICMS;Cota-Parte do ICMS;3969182,41
Município;MG;3115458;Catuji;2021;;ISS;SIOPS_ISS;Receita Resultante do ISS;498169,42
